Order_ID,Order_Date,Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Supplier_Country,Warehouse_ID,Customer_ID,Customer_Region,Customer_Segment,Quantity,Unit_Price,Total_Amount,Shipping_Mode,Shipping_Cost,Order_Status,Order_Date_Timestamp,Ship_Date,Expected_Delivery,Actual_Delivery,Lead_Time_Days,Actual_Lead_Time,Delay_Days,Inventory_Level,Reorder_Point,On_Time_Delivery,Year,Month,Quarter,Month_Name
ORD_000866,2022-02-13,PROD_030,Product_30,Food & Beverage,SUP_002,Supplier_2,Brazil,WH_003,CUST_0131,North,Individual,50,482.98,24149.0,Air,4613.17,Delivered,2022-02-13,2022-02-16,2022-03-18,2022-03-18,30,33.0,0.0,3702,260,1.0,2022,2,1,February
ORD_000867,2022-01-26,PROD_037,Product_37,Health & Beauty,SUP_006,Supplier_6,Germany,WH_002,CUST_0234,East,SMB,96,203.49,19535.04,Rail,2078.22,Delayed,2022-01-26,2022-01-27,2022-02-12,,16,,,401,343,,2022,1,1,January
ORD_000868,2022-08-17,PROD_045,Product_45,Sports,SUP_020,Supplier_20,USA,WH_004,CUST_0267,North,Individual,1,329.03,329.03,Sea,22.92,Delivered,2022-08-17,2022-08-21,2022-09-28,2022-09-28,38,42.0,0.0,2853,152,1.0,2022,8,3,August
ORD_000869,2023-02-11,PROD_044,Product_44,Food & Beverage,SUP_019,Supplier_19,Vietnam,WH_008,CUST_0038,South,Enterprise,14,463.89,6494.46,Sea,629.15,Delivered,2023-02-11,2023-02-15,2023-03-13,2023-03-13,26,30.0,0.0,524,215,1.0,2023,2,1,February
ORD_000870,2023-03-30,PROD_027,Product_27,Home & Garden,SUP_006,Supplier_6,Germany,WH_005,CUST_0299,East,SMB,65,376.19,24452.35,Air,16344.64,Delivered,2023-03-30,2023-03-31,2023-04-08,2023-04-16,8,17.0,8.0,4408,293,0.0,2023,3,1,March
ORD_000871,2023-08-07,PROD_039,Product_39,Home & Garden,SUP_003,Supplier_3,USA,WH_005,CUST_0268,East,Enterprise,71,16.9,1199.8999999999999,Sea,9245.57,Delivered,2023-08-07,2023-08-08,2023-09-29,2023-10-08,52,62.0,9.0,801,71,0.0,2023,8,3,August
ORD_000872,2022-04-29,PROD_031,Product_31,Food & Beverage,SUP_006,Supplier_6,Germany,WH_006,CUST_0049,Central,Individual,8,307.45,2459.6,Road,67.01,Delivered,2022-04-29,2022-05-01,2022-05-10,2022-05-13,9,14.0,3.0,3813,446,0.0,2022,4,2,April
ORD_000873,2023-06-29,PROD_037,Product_37,Health & Beauty,SUP_006,Supplier_6,Germany,WH_008,CUST_0262,South,SMB,33,203.49,6715.17,Road,871.98,Delivered,2023-06-29,2023-07-03,2023-07-12,2023-07-19,9,20.0,7.0,2652,291,0.0,2023,6,2,June
ORD_000874,2023-09-01,PROD_012,Product_12,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_008,CUST_0221,East,Enterprise,61,380.13,23187.93,Air,850.2,Delayed,2023-09-01,2023-09-02,2023-09-12,,10,,,3717,356,,2023,9,3,September
ORD_000875,2022-02-24,PROD_028,Product_28,Electronics,SUP_005,Supplier_5,Germany,WH_003,CUST_0098,North,Individual,60,274.45,16467.0,Air,7737.48,Delivered,2022-02-24,2022-02-27,2022-03-23,2022-03-23,24,27.0,0.0,732,355,1.0,2022,2,1,February
ORD_000876,2022-11-24,PROD_028,Product_28,Electronics,SUP_005,Supplier_5,Germany,WH_005,CUST_0181,North,Individual,12,274.45,3293.3999999999996,Air,4885.03,Delivered,2022-11-24,2022-11-26,2022-12-18,2022-12-18,22,24.0,0.0,2274,294,1.0,2022,11,4,November
ORD_000877,2023-05-22,PROD_031,Product_31,Food & Beverage,SUP_006,Supplier_6,Germany,WH_003,CUST_0240,East,Individual,91,307.45,27977.95,Rail,1702.85,Delivered,2023-05-22,2023-05-26,2023-06-10,2023-06-14,15,23.0,4.0,1318,403,0.0,2023,5,2,May
ORD_000878,2022-10-18,PROD_050,Product_50,Home & Garden,SUP_008,Supplier_8,India,WH_006,CUST_0153,West,Enterprise,21,191.7,4025.7,Road,722.36,Delivered,2022-10-18,2022-10-19,2022-11-12,2022-11-12,24,25.0,0.0,2129,171,1.0,2022,10,4,October
ORD_000879,2023-12-21,PROD_047,Product_47,Clothing,SUP_020,Supplier_20,USA,WH_004,CUST_0252,West,Individual,92,426.52,39239.84,Sea,5384.14,In Transit,2023-12-21,2023-12-24,2024-02-01,,39,,,2922,492,,2023,12,4,December
ORD_000880,2023-12-19,PROD_032,Product_32,Clothing,SUP_011,Supplier_11,India,WH_001,CUST_0201,Central,Individual,37,145.24,5373.88,Air,1560.97,Processing,2023-12-19,2023-12-21,2024-01-25,,35,,,1824,178,,2023,12,4,December
ORD_000881,2022-12-29,PROD_039,Product_39,Home & Garden,SUP_003,Supplier_3,USA,WH_008,CUST_0136,Central,Individual,84,16.9,1419.6,Rail,5976.05,Delivered,2022-12-29,2023-01-01,2023-02-11,2023-02-11,41,44.0,0.0,3662,92,1.0,2022,12,4,December
ORD_000882,2022-01-16,PROD_010,Product_10,Sports,SUP_017,Supplier_17,Vietnam,WH_001,CUST_0172,West,Individual,62,201.62,12500.44,Road,2360.99,Delivered,2022-01-16,2022-01-18,2022-02-01,2022-02-06,14,21.0,5.0,1655,71,0.0,2022,1,1,January
ORD_000883,2023-11-29,PROD_010,Product_10,Sports,SUP_017,Supplier_17,Vietnam,WH_007,CUST_0214,South,Individual,88,201.62,17742.56,Sea,1645.01,In Transit,2023-11-29,2023-11-30,2024-01-01,,32,,,3830,183,,2023,11,4,November
ORD_000884,2023-08-23,PROD_047,Product_47,Clothing,SUP_020,Supplier_20,USA,WH_001,CUST_0259,Central,SMB,90,426.52,38386.799999999996,Air,8684.59,Delivered,2023-08-23,2023-08-24,2023-09-14,2023-09-14,21,22.0,0.0,2046,119,1.0,2023,8,3,August
ORD_000885,2022-09-11,PROD_006,Product_6,Clothing,SUP_012,Supplier_12,Germany,WH_007,CUST_0124,North,Enterprise,48,344.8,16550.4,Road,3897.43,Delivered,2022-09-11,2022-09-14,2022-09-23,2022-09-25,9,14.0,2.0,128,232,0.0,2022,9,3,September
ORD_000886,2023-10-29,PROD_025,Product_25,Health & Beauty,SUP_011,Supplier_11,India,WH_002,CUST_0184,West,Enterprise,78,480.97,37515.66,Air,13135.81,Delivered,2023-10-29,2023-11-01,2023-12-06,2023-12-06,35,38.0,0.0,3825,256,1.0,2023,10,4,October
ORD_000887,2023-09-15,PROD_034,Product_34,Home & Garden,SUP_016,Supplier_16,India,WH_008,CUST_0078,Central,Individual,60,90.98,5458.8,Rail,4414.92,Delivered,2023-09-15,2023-09-16,2023-10-17,2023-10-19,31,34.0,2.0,4629,386,0.0,2023,9,3,September
ORD_000888,2023-09-24,PROD_036,Product_36,Health & Beauty,SUP_009,Supplier_9,Vietnam,WH_006,CUST_0297,East,Individual,10,217.47,2174.7,Rail,124.24,Delivered,2023-09-24,2023-09-27,2023-11-19,2023-11-19,53,56.0,0.0,3222,381,1.0,2023,9,3,September
ORD_000889,2022-02-12,PROD_050,Product_50,Home & Garden,SUP_008,Supplier_8,India,WH_005,CUST_0172,West,Individual,72,191.7,13802.4,Road,1898.44,Delayed,2022-02-12,2022-02-16,2022-03-10,,22,,,2414,481,,2022,2,1,February
ORD_000890,2023-04-09,PROD_013,Product_13,Health & Beauty,SUP_017,Supplier_17,Vietnam,WH_004,CUST_0035,South,SMB,62,218.33,13536.460000000001,Sea,5543.76,Delivered,2023-04-09,2023-04-11,2023-05-12,2023-05-12,31,33.0,0.0,4314,249,1.0,2023,4,2,April
ORD_000891,2022-02-19,PROD_003,Product_3,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_005,CUST_0053,Central,SMB,77,17.82,1372.14,Road,4877.31,Delivered,2022-02-19,2022-02-20,2022-03-09,2022-03-09,17,18.0,0.0,3436,321,1.0,2022,2,1,February
ORD_000892,2022-01-09,PROD_045,Product_45,Sports,SUP_020,Supplier_20,USA,WH_005,CUST_0067,West,Enterprise,80,329.03,26322.399999999998,Sea,840.37,Delivered,2022-01-09,2022-01-10,2022-02-20,2022-02-20,41,42.0,0.0,4459,89,1.0,2022,1,1,January
ORD_000893,2023-05-31,PROD_041,Product_41,Electronics,SUP_004,Supplier_4,USA,WH_004,CUST_0273,North,Individual,38,358.56,13625.28,Sea,3617.12,Delivered,2023-05-31,2023-06-04,2023-07-15,2023-07-19,41,49.0,4.0,2340,439,0.0,2023,5,2,May
ORD_000894,2022-07-18,PROD_031,Product_31,Food & Beverage,SUP_006,Supplier_6,Germany,WH_006,CUST_0256,East,SMB,47,307.45,14450.15,Sea,560.2,Delivered,2022-07-18,2022-07-22,2022-08-14,2022-08-14,23,27.0,0.0,708,359,1.0,2022,7,3,July
ORD_000895,2023-02-20,PROD_016,Product_16,Home & Garden,SUP_002,Supplier_2,Brazil,WH_003,CUST_0078,Central,Individual,30,25.34,760.2,Sea,393.6,Delivered,2023-02-20,2023-02-22,2023-04-11,2023-04-11,48,50.0,0.0,1166,458,1.0,2023,2,1,February
ORD_000896,2022-09-04,PROD_008,Product_8,Food & Beverage,SUP_002,Supplier_2,Brazil,WH_008,CUST_0148,South,Individual,34,418.27,14221.18,Road,1133.63,Delivered,2022-09-04,2022-09-07,2022-10-10,2022-10-10,33,36.0,0.0,3461,411,1.0,2022,9,3,September
ORD_000897,2023-10-31,PROD_021,Product_21,Sports,SUP_002,Supplier_2,Brazil,WH_003,CUST_0075,Central,Individual,29,366.36,10624.44,Road,366.83,Delivered,2023-10-31,2023-11-03,2023-12-05,2023-12-14,32,44.0,9.0,859,293,0.0,2023,10,4,October
ORD_000898,2022-11-06,PROD_005,Product_5,Sports,SUP_020,Supplier_20,USA,WH_008,CUST_0011,Central,SMB,65,128.1,8326.5,Rail,1658.2,Delivered,2022-11-06,2022-11-10,2022-12-10,2022-12-10,30,34.0,0.0,3835,185,1.0,2022,11,4,November
ORD_000899,2023-09-07,PROD_006,Product_6,Clothing,SUP_012,Supplier_12,Germany,WH_001,CUST_0160,West,SMB,25,344.8,8620.0,Sea,665.87,Delivered,2023-09-07,2023-09-08,2023-10-06,2023-10-06,28,29.0,0.0,3058,457,1.0,2023,9,3,September
ORD_000900,2022-12-18,PROD_019,Product_19,Clothing,SUP_001,Supplier_1,Germany,WH_002,CUST_0203,East,Individual,13,203.62,2647.06,Road,1024.83,Delivered,2022-12-18,2022-12-22,2023-02-03,2023-02-03,43,47.0,0.0,1833,401,1.0,2022,12,4,December
ORD_000901,2022-05-06,PROD_031,Product_31,Food & Beverage,SUP_006,Supplier_6,Germany,WH_006,CUST_0294,North,Individual,33,307.45,10145.85,Sea,346.01,Delivered,2022-05-06,2022-05-10,2022-06-06,2022-06-07,27,32.0,1.0,4891,312,0.0,2022,5,2,May
ORD_000902,2022-08-24,PROD_008,Product_8,Food & Beverage,SUP_002,Supplier_2,Brazil,WH_002,CUST_0092,Central,Individual,51,418.27,21331.77,Air,15930.85,Delivered,2022-08-24,2022-08-25,2022-09-23,2022-10-02,29,39.0,9.0,2305,482,0.0,2022,8,3,August
ORD_000903,2023-10-21,PROD_028,Product_28,Electronics,SUP_005,Supplier_5,Germany,WH_003,CUST_0204,West,Individual,26,274.45,7135.7,Sea,3190.77,Delayed,2023-10-21,2023-10-22,2023-12-03,,42,,,4560,144,,2023,10,4,October
ORD_000904,2022-06-23,PROD_009,Product_9,Food & Beverage,SUP_003,Supplier_3,USA,WH_006,CUST_0154,South,Individual,43,94.95,4082.85,Sea,874.92,Delivered,2022-06-23,2022-06-24,2022-08-16,2022-08-16,53,54.0,0.0,3288,388,1.0,2022,6,2,June
ORD_000905,2022-10-29,PROD_047,Product_47,Clothing,SUP_020,Supplier_20,USA,WH_005,CUST_0216,South,SMB,53,426.52,22605.559999999998,Road,1359.21,Delayed,2022-10-29,2022-11-01,2022-11-24,,23,,,1596,260,,2022,10,4,October
ORD_000906,2022-01-17,PROD_035,Product_35,Health & Beauty,SUP_001,Supplier_1,Germany,WH_008,CUST_0135,West,Individual,30,17.66,529.8,Road,3178.29,Cancelled,2022-01-17,2022-01-21,2022-03-02,,40,,,388,193,,2022,1,1,January
ORD_000907,2022-03-13,PROD_031,Product_31,Food & Beverage,SUP_006,Supplier_6,Germany,WH_006,CUST_0297,East,Individual,50,307.45,15372.5,Sea,397.76,Delivered,2022-03-13,2022-03-15,2022-04-11,2022-04-11,27,29.0,0.0,328,229,1.0,2022,3,1,March
ORD_000908,2022-01-02,PROD_044,Product_44,Food & Beverage,SUP_019,Supplier_19,Vietnam,WH_001,CUST_0111,Central,Individual,17,463.89,7886.13,Rail,248.1,Delivered,2022-01-02,2022-01-03,2022-01-20,2022-01-20,17,18.0,0.0,1662,419,1.0,2022,1,1,January
ORD_000909,2023-10-25,PROD_028,Product_28,Electronics,SUP_005,Supplier_5,Germany,WH_003,CUST_0196,North,Individual,93,274.45,25523.85,Air,13859.39,Delayed,2023-10-25,2023-10-26,2023-11-17,,22,,,3226,215,,2023,10,4,October
ORD_000910,2023-03-17,PROD_033,Product_33,Home & Garden,SUP_016,Supplier_16,India,WH_007,CUST_0091,West,Individual,42,155.17,6517.139999999999,Road,503.7,Delivered,2023-03-17,2023-03-20,2023-04-15,2023-04-15,26,29.0,0.0,4676,178,1.0,2023,3,1,March
ORD_000911,2023-04-19,PROD_044,Product_44,Food & Beverage,SUP_019,Supplier_19,Vietnam,WH_003,CUST_0171,East,Individual,51,463.89,23658.39,Sea,1620.99,Delayed,2023-04-19,2023-04-20,2023-05-16,,26,,,1885,386,,2023,4,2,April
ORD_000912,2022-08-25,PROD_003,Product_3,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_007,CUST_0217,Central,Individual,98,17.82,1746.3600000000001,Road,12335.9,Delivered,2022-08-25,2022-08-28,2022-09-14,2022-09-18,17,24.0,4.0,496,490,0.0,2022,8,3,August
ORD_000913,2023-01-22,PROD_041,Product_41,Electronics,SUP_004,Supplier_4,USA,WH_004,CUST_0140,Central,Individual,45,358.56,16135.2,Road,1293.58,Delivered,2023-01-22,2023-01-25,2023-02-21,2023-02-21,27,30.0,0.0,1189,458,1.0,2023,1,1,January
ORD_000914,2023-12-23,PROD_027,Product_27,Home & Garden,SUP_006,Supplier_6,Germany,WH_001,CUST_0161,North,SMB,8,376.19,3009.52,Road,1001.7,Processing,2023-12-23,2023-12-25,2024-01-01,,7,,,3634,255,,2023,12,4,December
ORD_000915,2023-07-02,PROD_029,Product_29,Electronics,SUP_020,Supplier_20,USA,WH_001,CUST_0089,Central,Individual,41,297.51,12197.91,Sea,3760.81,Delivered,2023-07-02,2023-07-06,2023-08-16,2023-08-16,41,45.0,0.0,2618,270,1.0,2023,7,3,July
ORD_000916,2022-06-03,PROD_034,Product_34,Home & Garden,SUP_016,Supplier_16,India,WH_002,CUST_0110,North,Individual,65,90.98,5913.7,Air,12535.54,Delivered,2022-06-03,2022-06-07,2022-07-02,2022-07-02,25,29.0,0.0,2455,228,1.0,2022,6,2,June
ORD_000917,2023-10-10,PROD_042,Product_42,Food & Beverage,SUP_019,Supplier_19,Vietnam,WH_008,CUST_0138,West,Individual,75,397.19,29789.25,Sea,13.36,Delivered,2023-10-10,2023-10-13,2023-11-06,2023-11-15,24,36.0,9.0,4818,92,0.0,2023,10,4,October
ORD_000918,2022-06-24,PROD_026,Product_26,Sports,SUP_017,Supplier_17,Vietnam,WH_007,CUST_0257,East,Individual,19,423.82,8052.58,Sea,740.0,Delivered,2022-06-24,2022-06-27,2022-07-28,2022-07-28,31,34.0,0.0,1681,255,1.0,2022,6,2,June
ORD_000919,2022-03-02,PROD_048,Product_48,Home & Garden,SUP_009,Supplier_9,Vietnam,WH_007,CUST_0292,South,Enterprise,48,230.23,11051.039999999999,Road,4190.21,Delivered,2022-03-02,2022-03-03,2022-04-22,2022-04-22,50,51.0,0.0,1693,296,1.0,2022,3,1,March
ORD_000920,2023-08-01,PROD_045,Product_45,Sports,SUP_020,Supplier_20,USA,WH_003,CUST_0075,Central,Individual,66,329.03,21715.98,Sea,294.31,Delivered,2023-08-01,2023-08-04,2023-09-15,2023-09-21,42,51.0,6.0,4609,297,0.0,2023,8,3,August
ORD_000921,2022-08-03,PROD_017,Product_17,Health & Beauty,SUP_005,Supplier_5,Germany,WH_001,CUST_0203,East,Individual,11,422.72,4649.92,Sea,278.36,Delivered,2022-08-03,2022-08-06,2022-09-16,2022-09-22,41,50.0,6.0,1723,301,0.0,2022,8,3,August
ORD_000922,2022-02-10,PROD_006,Product_6,Clothing,SUP_012,Supplier_12,Germany,WH_007,CUST_0089,Central,Individual,30,344.8,10344.0,Sea,514.41,Delivered,2022-02-10,2022-02-11,2022-03-10,2022-03-10,27,28.0,0.0,2835,371,1.0,2022,2,1,February
ORD_000923,2023-03-21,PROD_030,Product_30,Food & Beverage,SUP_002,Supplier_2,Brazil,WH_003,CUST_0206,West,Individual,56,482.98,27046.88,Sea,653.97,Delivered,2023-03-21,2023-03-22,2023-05-09,2023-05-09,48,49.0,0.0,4178,355,1.0,2023,3,1,March
ORD_000924,2022-06-27,PROD_019,Product_19,Clothing,SUP_001,Supplier_1,Germany,WH_004,CUST_0117,East,Individual,35,203.62,7126.7,Air,3016.36,Delivered,2022-06-27,2022-06-30,2022-08-09,2022-08-09,40,43.0,0.0,704,369,1.0,2022,6,2,June
ORD_000925,2022-05-06,PROD_046,Product_46,Electronics,SUP_007,Supplier_7,Germany,WH_004,CUST_0051,East,SMB,15,458.33,6874.95,Road,538.67,Delivered,2022-05-06,2022-05-10,2022-06-21,2022-06-21,42,46.0,0.0,4806,129,1.0,2022,5,2,May
ORD_000926,2023-11-06,PROD_010,Product_10,Sports,SUP_017,Supplier_17,Vietnam,WH_005,CUST_0125,Central,SMB,23,201.62,4637.26,Rail,312.57,Delivered,2023-11-06,2023-11-07,2023-11-28,2023-11-29,21,23.0,1.0,3979,467,0.0,2023,11,4,November
ORD_000927,2022-08-07,PROD_015,Product_15,Clothing,SUP_002,Supplier_2,Brazil,WH_003,CUST_0205,North,Enterprise,92,288.17,26511.640000000003,Sea,3865.57,Delivered,2022-08-07,2022-08-09,2022-09-27,2022-09-27,49,51.0,0.0,1780,57,1.0,2022,8,3,August
ORD_000928,2022-10-29,PROD_043,Product_43,Sports,SUP_003,Supplier_3,USA,WH_008,CUST_0293,North,Individual,87,306.92,26702.04,Sea,997.86,Cancelled,2022-10-29,2022-10-30,2022-12-20,,51,,,2331,56,,2022,10,4,October
ORD_000929,2022-05-30,PROD_010,Product_10,Sports,SUP_017,Supplier_17,Vietnam,WH_007,CUST_0015,South,SMB,38,201.62,7661.56,Sea,905.08,Delivered,2022-05-30,2022-05-31,2022-07-03,2022-07-03,33,34.0,0.0,3684,454,1.0,2022,5,2,May
ORD_000930,2022-09-06,PROD_030,Product_30,Food & Beverage,SUP_002,Supplier_2,Brazil,WH_008,CUST_0231,South,SMB,59,482.98,28495.82,Sea,1260.04,Delivered,2022-09-06,2022-09-09,2022-10-28,2022-11-04,49,59.0,7.0,117,231,0.0,2022,9,3,September
ORD_000931,2022-03-28,PROD_045,Product_45,Sports,SUP_020,Supplier_20,USA,WH_008,CUST_0220,East,Individual,10,329.03,3290.2999999999997,Road,158.67,Delivered,2022-03-28,2022-03-31,2022-04-23,2022-04-23,23,26.0,0.0,4813,350,1.0,2022,3,1,March
ORD_000932,2022-07-30,PROD_014,Product_14,Sports,SUP_017,Supplier_17,Vietnam,WH_005,CUST_0107,South,SMB,11,111.89,1230.79,Rail,182.58,Delivered,2022-07-30,2022-08-03,2022-08-23,2022-08-23,20,24.0,0.0,884,226,1.0,2022,7,3,July
ORD_000933,2023-02-02,PROD_038,Product_38,Food & Beverage,SUP_016,Supplier_16,India,WH_005,CUST_0071,South,SMB,94,153.81,14458.14,Road,2601.66,Delivered,2023-02-02,2023-02-06,2023-03-07,2023-03-07,29,33.0,0.0,3315,327,1.0,2023,2,1,February
ORD_000934,2023-04-23,PROD_050,Product_50,Home & Garden,SUP_008,Supplier_8,India,WH_004,CUST_0228,North,Enterprise,55,191.7,10543.5,Road,1903.68,Delivered,2023-04-23,2023-04-24,2023-05-16,2023-05-24,22,31.0,8.0,1408,274,0.0,2023,4,2,April
ORD_000935,2022-01-28,PROD_003,Product_3,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_007,CUST_0065,Central,Individual,28,17.82,498.96000000000004,Road,2267.06,Delivered,2022-01-28,2022-02-01,2022-02-14,2022-02-19,13,22.0,5.0,2578,388,0.0,2022,1,1,January
ORD_000936,2022-03-17,PROD_040,Product_40,Home & Garden,SUP_020,Supplier_20,USA,WH_008,CUST_0121,East,Enterprise,60,107.43,6445.8,Rail,1177.87,Delivered,2022-03-17,2022-03-20,2022-04-16,2022-04-16,27,30.0,0.0,2900,452,1.0,2022,3,1,March
ORD_000937,2023-05-27,PROD_046,Product_46,Electronics,SUP_007,Supplier_7,Germany,WH_005,CUST_0195,West,SMB,40,458.33,18333.2,Sea,2892.2,Delayed,2023-05-27,2023-05-28,2023-07-23,,56,,,2133,377,,2023,5,2,May
ORD_000938,2022-04-03,PROD_008,Product_8,Food & Beverage,SUP_002,Supplier_2,Brazil,WH_008,CUST_0126,East,Individual,15,418.27,6274.049999999999,Sea,1718.88,Delivered,2022-04-03,2022-04-05,2022-05-21,2022-05-21,46,48.0,0.0,126,92,1.0,2022,4,2,April
ORD_000939,2022-11-25,PROD_037,Product_37,Health & Beauty,SUP_006,Supplier_6,Germany,WH_008,CUST_0003,East,SMB,30,203.49,6104.700000000001,Rail,254.15,Delivered,2022-11-25,2022-11-28,2022-12-10,2022-12-10,12,15.0,0.0,4424,469,1.0,2022,11,4,November
ORD_000940,2023-04-27,PROD_013,Product_13,Health & Beauty,SUP_017,Supplier_17,Vietnam,WH_001,CUST_0269,Central,Individual,87,218.33,18994.710000000003,Rail,2856.17,Delivered,2023-04-27,2023-04-28,2023-05-16,2023-05-18,18,21.0,2.0,1058,373,0.0,2023,4,2,April
ORD_000941,2023-12-29,PROD_029,Product_29,Electronics,SUP_020,Supplier_20,USA,WH_006,CUST_0229,Central,Individual,59,297.51,17553.09,Sea,1962.18,Processing,2023-12-29,2023-12-31,2024-02-09,,40,,,1702,134,,2023,12,4,December
ORD_000942,2023-07-12,PROD_006,Product_6,Clothing,SUP_012,Supplier_12,Germany,WH_002,CUST_0180,East,SMB,17,344.8,5861.6,Sea,365.38,Delivered,2023-07-12,2023-07-16,2023-08-14,2023-08-14,29,33.0,0.0,1471,346,1.0,2023,7,3,July
ORD_000943,2022-04-26,PROD_026,Product_26,Sports,SUP_017,Supplier_17,Vietnam,WH_006,CUST_0191,West,Individual,79,423.82,33481.78,Rail,5708.0,Delivered,2022-04-26,2022-04-28,2022-05-17,2022-05-22,19,26.0,5.0,1356,280,0.0,2022,4,2,April
ORD_000944,2023-11-07,PROD_027,Product_27,Home & Garden,SUP_006,Supplier_6,Germany,WH_002,CUST_0151,East,Enterprise,65,376.19,24452.35,Sea,4359.63,Delivered,2023-11-07,2023-11-09,2023-12-04,2023-12-04,25,27.0,0.0,2679,204,1.0,2023,11,4,November
ORD_000945,2022-03-16,PROD_018,Product_18,Health & Beauty,SUP_001,Supplier_1,Germany,WH_005,CUST_0065,Central,Individual,76,230.38,17508.88,Road,4321.04,Cancelled,2022-03-16,2022-03-18,2022-04-28,,41,,,3757,487,,2022,3,1,March
ORD_000946,2022-08-05,PROD_028,Product_28,Electronics,SUP_005,Supplier_5,Germany,WH_004,CUST_0055,West,SMB,82,274.45,22504.899999999998,Air,24656.46,Delivered,2022-08-05,2022-08-06,2022-08-28,2022-08-30,22,25.0,2.0,2138,437,0.0,2022,8,3,August
ORD_000947,2023-05-20,PROD_038,Product_38,Food & Beverage,SUP_016,Supplier_16,India,WH_004,CUST_0102,Central,Individual,38,153.81,5844.78,Road,610.27,Delivered,2023-05-20,2023-05-21,2023-06-15,2023-06-15,25,26.0,0.0,1298,447,1.0,2023,5,2,May
ORD_000948,2022-05-06,PROD_002,Product_2,Sports,SUP_020,Supplier_20,USA,WH_006,CUST_0167,Central,Individual,88,198.85,17498.8,Sea,4257.11,Delivered,2022-05-06,2022-05-08,2022-06-15,2022-06-15,38,40.0,0.0,3428,255,1.0,2022,5,2,May
ORD_000949,2023-04-16,PROD_012,Product_12,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_003,CUST_0113,West,Individual,21,380.13,7982.73,Sea,95.0,Cancelled,2023-04-16,2023-04-17,2023-05-19,,32,,,2815,96,,2023,4,2,April
ORD_000950,2022-07-24,PROD_032,Product_32,Clothing,SUP_011,Supplier_11,India,WH_004,CUST_0157,Central,Individual,69,145.24,10021.560000000001,Sea,3207.28,Delivered,2022-07-24,2022-07-25,2022-09-18,2022-09-18,55,56.0,0.0,3375,138,1.0,2022,7,3,July
ORD_000951,2022-09-18,PROD_039,Product_39,Home & Garden,SUP_003,Supplier_3,USA,WH_002,CUST_0174,North,SMB,95,16.9,1605.4999999999998,Road,3688.07,Cancelled,2022-09-18,2022-09-21,2022-10-29,,38,,,839,374,,2022,9,3,September
ORD_000952,2022-08-08,PROD_039,Product_39,Home & Garden,SUP_003,Supplier_3,USA,WH_002,CUST_0245,North,SMB,80,16.9,1352.0,Air,36348.98,Delivered,2022-08-08,2022-08-09,2022-09-09,2022-09-09,31,32.0,0.0,238,418,1.0,2022,8,3,August
ORD_000953,2022-03-12,PROD_003,Product_3,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_002,CUST_0177,North,Enterprise,2,17.82,35.64,Air,469.37,Delivered,2022-03-12,2022-03-16,2022-03-26,2022-03-31,10,19.0,5.0,782,470,0.0,2022,3,1,March
ORD_000954,2023-09-02,PROD_005,Product_5,Sports,SUP_020,Supplier_20,USA,WH_001,CUST_0112,Central,SMB,50,128.1,6405.0,Sea,2014.8,Delivered,2023-09-02,2023-09-05,2023-10-13,2023-10-13,38,41.0,0.0,637,117,1.0,2023,9,3,September
ORD_000955,2022-01-31,PROD_005,Product_5,Sports,SUP_020,Supplier_20,USA,WH_002,CUST_0300,West,SMB,40,128.1,5124.0,Rail,1010.36,Delayed,2022-01-31,2022-02-01,2022-03-04,,31,,,4407,62,,2022,1,1,January
ORD_000956,2022-06-07,PROD_020,Product_20,Home & Garden,SUP_019,Supplier_19,Vietnam,WH_008,CUST_0068,Central,Individual,65,464.06,30163.9,Sea,6750.59,Delivered,2022-06-07,2022-06-10,2022-07-07,2022-07-16,27,39.0,9.0,3449,208,0.0,2022,6,2,June
ORD_000957,2023-04-23,PROD_024,Product_24,Clothing,SUP_004,Supplier_4,USA,WH_004,CUST_0126,East,Individual,48,265.21,12730.079999999998,Sea,892.87,Delivered,2023-04-23,2023-04-26,2023-06-06,2023-06-10,41,48.0,4.0,3186,319,0.0,2023,4,2,April
ORD_000958,2023-10-04,PROD_044,Product_44,Food & Beverage,SUP_019,Supplier_19,Vietnam,WH_002,CUST_0014,East,Enterprise,11,463.89,5102.79,Air,1576.36,Delivered,2023-10-04,2023-10-07,2023-10-12,2023-10-12,5,8.0,0.0,2427,402,1.0,2023,10,4,October
ORD_000959,2023-01-04,PROD_021,Product_21,Sports,SUP_002,Supplier_2,Brazil,WH_003,CUST_0077,North,Individual,37,366.36,13555.32,Road,1073.56,Delivered,2023-01-04,2023-01-07,2023-02-06,2023-02-06,30,33.0,0.0,1942,395,1.0,2023,1,1,January
ORD_000960,2023-01-29,PROD_033,Product_33,Home & Garden,SUP_016,Supplier_16,India,WH_007,CUST_0131,North,Individual,16,155.17,2482.72,Rail,629.76,Delivered,2023-01-29,2023-01-30,2023-03-03,2023-03-03,32,33.0,0.0,3890,422,1.0,2023,1,1,January
